MODL,REPL,NRET,MTHD,THRC,NLEA,NINT_TRUE,NINT_ESTI,FN,FP,FNR,FPR,RF
Palaeognathae,14,100,astral-bp,0.8,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,14,100,astral-bp,0.9,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,14,500,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,500,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,500,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,500,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,14,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,14,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,14,1000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,1000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,1000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,1000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,1000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,14,5000,astral-bp,0.4,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,5000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,5000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,5000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,5000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,10000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,10000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,10000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,10000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,10000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,10000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,14,100000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,14,100000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,15,10,astral-bp,0.4,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,15,10,astral-bp,0.5,13,10,6,5,1,0.500000,0.100000,0.300000
Palaeognathae,15,10,astral-bp,0.6,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,15,10,astral-bp,0.7,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,15,10,astral-bp,0.8,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,15,10,astral-bp,0.9,13,10,0,10,0,1.000000,0.000000,0.500000
Palaeognathae,15,50,astral-bp,0.4,13,10,8,5,3,0.500000,0.300000,0.400000
Palaeognathae,15,50,astral-bp,0.5,13,10,7,5,2,0.500000,0.200000,0.350000
Palaeognathae,15,50,astral-bp,0.6,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,15,50,astral-bp,0.7,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,15,50,astral-bp,0.8,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,15,50,astral-bp,0.9,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,15,100,astral-bp,0.4,13,10,10,3,3,0.300000,0.300000,0.300000
Palaeognathae,15,100,astral-bp,0.5,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,15,100,astral-bp,0.6,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,15,100,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,15,100,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,15,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,15,500,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,15,500,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,15,500,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,15,500,astral-bp,0.7,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,15,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,15,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,15,1000,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,15,1000,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,15,1000,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,15,1000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,15,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,15,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,15,5000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,5000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,5000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,15,5000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,15,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,15,10000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,10000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,10000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,10000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,10000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,15,10000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,15,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,50000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,15,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,10,astral-bp,0.4,13,10,6,7,3,0.700000,0.300000,0.500000
Palaeognathae,16,10,astral-bp,0.5,13,10,5,7,2,0.700000,0.200000,0.450000
Palaeognathae,16,10,astral-bp,0.6,13,10,4,7,1,0.700000,0.100000,0.400000
Palaeognathae,16,10,astral-bp,0.7,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,16,10,astral-bp,0.8,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,16,10,astral-bp,0.9,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,16,50,astral-bp,0.4,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,16,50,astral-bp,0.5,13,10,8,4,2,0.400000,0.200000,0.300000
Palaeognathae,16,50,astral-bp,0.6,13,10,8,4,2,0.400000,0.200000,0.300000
Palaeognathae,16,50,astral-bp,0.7,13,10,7,4,1,0.400000,0.100000,0.250000
Palaeognathae,16,50,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,16,50,astral-bp,0.9,13,10,5,5,0,0.500000,0.000000,0.250000
Palaeognathae,16,100,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,16,100,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,16,100,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,16,100,astral-bp,0.7,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,16,100,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,16,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,16,500,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,500,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,500,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,500,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,16,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,16,1000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,1000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,1000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,1000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,1000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,16,5000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,5000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,5000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,5000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,16,10000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,10000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,10000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,10000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,10000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,10000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,16,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,16,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,10,astral-bp,0.4,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,17,10,astral-bp,0.5,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,17,10,astral-bp,0.6,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,17,10,astral-bp,0.7,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,17,10,astral-bp,0.8,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,17,10,astral-bp,0.9,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,17,50,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,17,50,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,17,50,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,17,50,astral-bp,0.7,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,17,50,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,17,50,astral-bp,0.9,13,10,4,6,0,0.600000,0.000000,0.300000
Palaeognathae,17,100,astral-bp,0.4,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,17,100,astral-bp,0.5,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,17,100,astral-bp,0.6,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,17,100,astral-bp,0.7,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,17,100,astral-bp,0.8,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,17,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,17,500,astral-bp,0.4,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,17,500,astral-bp,0.5,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,17,500,astral-bp,0.6,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,17,500,astral-bp,0.7,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,17,500,astral-bp,0.8,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,17,500,astral-bp,0.9,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,17,1000,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,17,1000,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,17,1000,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,1000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,5000,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,17,5000,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,17,5000,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,17,5000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,5000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,10000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,10000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,17,10000,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,10000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,10000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,10000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,17,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,50000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,50000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,50000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,50000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,17,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,17,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,18,10,astral-bp,0.4,13,10,4,6,0,0.600000,0.000000,0.300000
Palaeognathae,18,10,astral-bp,0.5,13,10,4,6,0,0.600000,0.000000,0.300000
Palaeognathae,18,10,astral-bp,0.6,13,10,4,6,0,0.600000,0.000000,0.300000
Palaeognathae,18,10,astral-bp,0.7,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,18,10,astral-bp,0.8,13,10,3,7,0,0.700000,0.000000,0.350000
Palaeognathae,18,10,astral-bp,0.9,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,18,50,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,18,50,astral-bp,0.5,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,50,astral-bp,0.6,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,18,50,astral-bp,0.7,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,18,50,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,18,50,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,18,100,astral-bp,0.4,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,18,100,astral-bp,0.5,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,18,100,astral-bp,0.6,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,18,100,astral-bp,0.7,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,18,100,astral-bp,0.8,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,18,100,astral-bp,0.9,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,18,500,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,18,500,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,18,500,astral-bp,0.6,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,500,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,1000,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,18,1000,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,18,1000,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,18,1000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,5000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,18,5000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,18,5000,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,18,5000,astral-bp,0.7,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,18,5000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,10000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,18,10000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,18,10000,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,18,10000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,10000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,10000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,18,50000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,18,50000,astral-bp,0.5,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,18,50000,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,18,50000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,18,50000,astral-bp,0.8,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,18,50000,astral-bp,0.9,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,18,100000,astral-bp,0.4,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,18,100000,astral-bp,0.5,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,18,100000,astral-bp,0.6,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,18,100000,astral-bp,0.7,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,18,100000,astral-bp,0.8,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,18,100000,astral-bp,0.9,13,10,10,0,0,0.000000,0.000000,0.000000
Palaeognathae,19,10,astral-bp,0.4,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,19,10,astral-bp,0.5,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,19,10,astral-bp,0.6,13,10,7,3,0,0.300000,0.000000,0.150000
Palaeognathae,19,10,astral-bp,0.7,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,19,10,astral-bp,0.8,13,10,2,8,0,0.800000,0.000000,0.400000
Palaeognathae,19,10,astral-bp,0.9,13,10,1,9,0,0.900000,0.000000,0.450000
Palaeognathae,19,50,astral-bp,0.4,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,19,50,astral-bp,0.5,13,10,9,3,2,0.300000,0.200000,0.250000
Palaeognathae,19,50,astral-bp,0.6,13,10,7,4,1,0.400000,0.100000,0.250000
Palaeognathae,19,50,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,19,50,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,19,50,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,19,100,astral-bp,0.4,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,19,100,astral-bp,0.5,13,10,10,2,2,0.200000,0.200000,0.200000
Palaeognathae,19,100,astral-bp,0.6,13,10,8,3,1,0.300000,0.100000,0.200000
Palaeognathae,19,100,astral-bp,0.7,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,19,100,astral-bp,0.8,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,19,100,astral-bp,0.9,13,10,6,4,0,0.400000,0.000000,0.200000
Palaeognathae,19,500,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,500,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,500,astral-bp,0.6,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,19,500,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,19,500,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,19,500,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,19,1000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,1000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,1000,astral-bp,0.6,13,10,9,2,1,0.200000,0.100000,0.150000
Palaeognathae,19,1000,astral-bp,0.7,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,19,1000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,19,1000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,19,5000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,5000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,5000,astral-bp,0.6,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,5000,astral-bp,0.7,13,10,9,1,0,0.100000,0.000000,0.050000
Palaeognathae,19,5000,astral-bp,0.8,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,19,5000,astral-bp,0.9,13,10,8,2,0,0.200000,0.000000,0.100000
Palaeognathae,19,10000,astral-bp,0.4,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,10000,astral-bp,0.5,13,10,10,1,1,0.100000,0.100000,0.100000
Palaeognathae,19,10000,astral-bp,0.6,13,10,10,1,1,0.100000,0.100000,0.100000
